TICKER + FINANCIAL YEAR,GHG SCOPE 1,GHG SCOPE 2 LOCATION BASED,GHG SCOPE 3,SCOPE 3-1 PURCHASED GOODS AND SERVICES,SCOPE 3-2 CAPITAL GOODS,SCOPE 3-3 FUEL AND ENERGY RELATED ACTIVITIES,SCOPE 3-4 UPSTREAM TRANS DIST,SCOPE 3-5 WASTE GENERATED IN OPERATIONS,SCOPE 3-6 BUSINESS TRAVEL EMISSIONS,SCOPE 3-7 EMPLOYEE COMMUTING,SCOPE 3-8 UPSTREAM LEASED ASSETS,SCOPE 3-9 DOWNSTRM TRANSPORATION AND DISTRIBUTION,SCOPE 3-10 PROCESSING OF SOLD PRODUCTS,SCOPE 3-11 USE OF SOLD PRODUCTS,SCOPE 3-12 END-OF-LIFE TREATMENT OF SOLD PRODUCTS,SCOPE 3-13 DOWNSTRM LEASED ASSETS,SCOPE 3-14 FRANCHISES,SCOPE 3-15 INVESTMENTS,SCOPE 3 EMISSIONS OTHER,ENTERPRISE VALUE INCLUDING CASH,ANNUAL REVENUE,HISTORICAL MARKET CAP,NAME,SHARES OUTSTANDING,ANNUAL CLOSING STOCK PRICE,SHORT AND LONG TERM DEBT,CASH AND MARKETABLE SECURITIES,TOTAL COMPANY ASSETS
SLB US 2022,1483,401,34849,6746.6099,93.713,90.133,927.6,64.781,122.918,58.179,743.128,1,,19824.8008,122.493,3504.9399,,2548.73,,86248.2,28091,75913.2,SCHLUMBERGER LTD,1416,53.46,12925,2894,43135
