TICKER + FINANCIAL YEAR,GHG SCOPE 1,GHG SCOPE 2 LOCATION BASED,GHG SCOPE 3,SCOPE 3-1 PURCHASED GOODS AND SERVICES,SCOPE 3-2 CAPITAL GOODS,SCOPE 3-3 FUEL AND ENERGY RELATED ACTIVITIES,SCOPE 3-4 UPSTREAM TRANS DIST,SCOPE 3-5 WASTE GENERATED IN OPERATIONS,SCOPE 3-6 BUSINESS TRAVEL EMISSIONS,SCOPE 3-7 EMPLOYEE COMMUTING,SCOPE 3-8 UPSTREAM LEASED ASSETS,SCOPE 3-9 DOWNSTRM TRANSPORATION AND DISTRIBUTION,SCOPE 3-10 PROCESSING OF SOLD PRODUCTS,SCOPE 3-11 USE OF SOLD PRODUCTS,SCOPE 3-12 END-OF-LIFE TREATMENT OF SOLD PRODUCTS,SCOPE 3-13 DOWNSTRM LEASED ASSETS,SCOPE 3-14 FRANCHISES,SCOPE 3-15 INVESTMENTS,SCOPE 3 EMISSIONS OTHER,ENTERPRISE VALUE INCLUDING CASH,ANNUAL REVENUE,HISTORICAL MARKET CAP,NAME,SHARES OUTSTANDING,ANNUAL CLOSING STOCK PRICE,SHORT AND LONG TERM DEBT,CASH AND MARKETABLE SECURITIES,TOTAL COMPANY ASSETS
TD CN 2022,43.707,79.615,1172.61,1058.67,74.06,24.515,,,12.092,,2.281,,,,,0.99,,,,,43419,157795.654,TORONTO-DOMINION BANK,1810.5,86.62,210014,306017,1917528
